Order_ID,Date,Type,Customer,Customer_ID,Customer_DOB,Customer_Membership_Status,Products,Quantities,Prices,Discount_Code
3320,11/05/2025,Deliveroo,Malcolm Berns-Laborde,50,05/01/1990,Member,"c(""Espresso"", ""Danish"", ""Croissant"", ""Salad"")","c(2, 1, 1, 1)","c(2.5, 2.75, 2.75, 7.5)",NA
804,01/05/2025,Dine In,Suong-Kathy Long,553,20/06/2000,Non-Member,"c(""Latte"", ""Sandwich"")","c(1, 1)","c(3.5, 5.5)",NA
792,01/07/2025,Dine In,Linda Kendall,413,27/12/2001,Non-Member,"c(""Cold Brew"", ""Muffin"")","c(1, 1)","c(3.25, 3)",NA
3066,07/08/2025,Deliveroo,Gloria Kingsley,263,24/03/1999,Non-Member,"c(""Hot Chocolate"", ""Panini"")","c(1, 1)","c(3.25, 6)",NA
2782,19/05/2025,Dine In,Suyin Tan,489,17/06/1982,Non-Member,"c(""Chai Latte"")",c(1),c(3.5),NA
2150,13/05/2025,Deliveroo,Hari-Parkash Colletti,268,08/12/1983,Member,"c(""Latte"")",c(1),c(3.5),NA
3328,17/08/2025,Dine In,Luke Brockman,308,04/10/1982,Non-Member,"c(""Iced Latte"", ""Extra Shot"", ""Sandwich"")","c(2, 1, 1)","c(3.75, 0.6, 5.5)",NA
876,03/06/2025,Dine In,Kelcie Lange,592,08/12/1987,Non-Member,"c(""Tea"", ""Panini"")","c(1, 1)","c(2.25, 6)",NA
3780,02/05/2025,Dine In,Halle Cummings,414,06/09/1977,Member,"c(""Chai Latte"", ""Sandwich"")","c(1, 1)","c(3.5, 5.5)",NA
1506,15/07/2025,Dine In,Charles Jackson,346,08/01/1980,Non-Member,"c(""Mocha"", ""Large Size"", ""Salad"")","c(1, 1, 1)","c(4, 0.5, 7.5)",NA
3537,23/05/2025,Deliveroo,Daniel Sanchez,227,25/02/2002,Member,"c(""Flat White"")",c(1),c(3.75),NA
1748,10/07/2025,Deliveroo,Isaiah Cates,462,11/02/1978,Non-Member,"c(""Frappuccino"", ""Salad"")","c(1, 1)","c(4.5, 7.5)",NA
3122,25/06/2025,Dine In,Adrienne Manzanares,399,31/05/1980,Non-Member,"c(""Espresso"")",c(1),c(2.5),OFF5
1988,12/06/2025,Dine In,James Pineda,23,30/06/1997,Non-Member,"c(""Hot Chocolate"", ""Decaf"")","c(1, 1)","c(3.25, 0)",NA
446,25/06/2025,Deliveroo,Ziru Patel,521,17/09/1980,Non-Member,"c(""Frappuccino"")",c(1),c(4.5),NA
2306,05/08/2025,Dine In,Megan Miller,460,22/02/1985,Non-Member,"c(""Cold Brew"", ""Extra Shot"")","c(1, 1)","c(3.25, 0.6)",NA
580,04/05/2025,Deliveroo,Tina Chandramouli,249,14/08/1997,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
3852,12/07/2025,Dine In,Rachel Dominick,136,03/06/1999,Non-Member,"c(""Macchiato"", ""Decaf"")","c(1, 1)","c(3.8, 0)",NA
1591,16/08/2025,Deliveroo,Kelcie Lange,592,08/12/1987,Member,"c(""Americano"", ""Muffin"", ""Cookie"", ""Sandwich"")","c(1, 1, 1, 1)","c(3, 3, 2, 5.5)",NA
1497,20/08/2025,Deliveroo,Nicolette Thamrongpradith,449,31/08/1987,Member,"c(""Espresso"", ""Large Size"")","c(1, 1)","c(2.5, 0.5)",OFF5
1081,01/08/2025,Deliveroo,Jayda Sutley,412,07/12/1977,Non-Member,"c(""Hot Chocolate"", ""Decaf"", ""Brownie"")","c(1, 1, 1)","c(3.25, 0, 2.5)",OFF5
1613,23/05/2025,Deliveroo,Kelyn Alarid-Bowers,463,15/11/1987,Non-Member,"c(""Iced Latte"", ""Oat Milk"")","c(2, 1)","c(3.75, 0.6)",NA
1921,14/05/2025,Dine In,Ryan Sanandres,197,24/01/1990,Non-Member,"c(""Macchiato"")",c(1),c(3.8),NA
3372,04/08/2025,Deliveroo,Michael Hang,485,28/12/1982,Member,"c(""Cold Brew"", ""Extra Foam"")","c(1, 1)","c(3.25, 0)",NA
966,02/05/2025,Deliveroo,Marissa Mcgaughy,494,11/07/1981,Non-Member,"c(""Americano"", ""Extra Shot"")","c(1, 1)","c(3, 0.6)",NA
3461,08/05/2025,Dine In,Louis Oh,125,04/07/1986,Member,"c(""Americano"")",c(1),c(3),NA
1028,08/05/2025,Dine In,Charles Jackson,346,08/01/1980,Member,"c(""Mocha"")",c(2),c(4),NA
2652,19/06/2025,Deliveroo,Nicholas Stanton,280,02/08/1992,Non-Member,"c(""Tea"")",c(1),c(2.25),OFF5
2131,14/05/2025,Dine In,Samuel Sanabria,83,31/08/1982,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
1637,10/06/2025,Deliveroo,Eduardo Tamayo,591,02/04/1978,Member,"c(""Chai Latte"", ""Salad"")","c(2, 1)","c(3.5, 7.5)",NA
2964,03/06/2025,Deliveroo,Nathaniel Colton,506,22/09/2003,Member,"c(""Chai Latte"", ""Large Size"")","c(1, 1)","c(3.5, 0.5)",NA
3058,29/08/2025,Dine In,Sarah Li-Aponte,317,21/09/1992,Non-Member,"c(""Hot Chocolate"", ""Large Size"")","c(1, 1)","c(3.25, 0.5)",NA
1380,14/06/2025,Dine In,De'Ron Jones,258,03/05/1984,Member,"c(""Cold Brew"", ""Large Size"")","c(2, 1)","c(3.25, 0.5)",NA
2439,24/07/2025,Dine In,Daryell O'Kain,46,16/02/1991,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
248,03/08/2025,Dine In,Jacinda Pluto,281,24/10/1984,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
2208,22/05/2025,Dine In,Daniel Hsu,165,06/12/1996,Member,"c(""Chai Latte"", ""Croissant"")","c(1, 1)","c(3.5, 2.75)",OFF5
695,15/05/2025,Deliveroo,Heath Greos,192,10/03/1998,Non-Member,"c(""Cold Brew"", ""Bagel"")","c(1, 1)","c(3.25, 2.5)",NA
2176,17/08/2025,Deliveroo,Isaiah Than,289,20/12/1997,Non-Member,"c(""Cold Brew"", ""Extra Foam"")","c(1, 1)","c(3.25, 0)",NA
3768,27/07/2025,Deliveroo,Ciera Owen,568,13/11/1999,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
2904,31/08/2025,Deliveroo,Crystal Maher,360,29/11/1976,Member,"c(""Espresso"")",c(1),c(2.5),NA
592,08/06/2025,Dine In,Oneal Vrabel,352,15/09/1984,Non-Member,"c(""Americano"", ""Salad"", ""Sandwich"")","c(1, 1, 1)","c(3, 7.5, 5.5)",OFF5
2628,07/08/2025,Dine In,Kelsea Patterson,524,23/05/2002,Member,"c(""Hot Chocolate"", ""Panini"")","c(1, 1)","c(3.25, 6)",NA
3689,15/06/2025,Deliveroo,Marian Owens,98,12/09/1989,Non-Member,"c(""Mocha"", ""Decaf"")","c(1, 1)","c(4, 0)",NA
351,16/08/2025,Dine In,Jade Combs,594,07/07/1983,Non-Member,"c(""Cappuccino"", ""Oat Milk"")","c(1, 1)","c(3.25, 0.6)",NA
1092,22/06/2025,Deliveroo,Belicia Tran,225,26/01/1994,Member,"c(""Tea"", ""Sandwich"")","c(1, 1)","c(2.25, 5.5)",NA
2843,25/07/2025,Dine In,Brenda Villarreal,503,05/03/1999,Non-Member,"c(""Iced Latte"", ""Extra Shot"")","c(1, 1)","c(3.75, 0.6)",NA
3007,25/06/2025,Dine In,Kainos Shrestha,329,21/03/2001,Non-Member,"c(""Flat White"")",c(2),c(3.75),OFF5
967,24/08/2025,Deliveroo,Joshua Kourouklis,438,09/03/2002,Member,"c(""Cold Brew"", ""Cake Slice"", ""Bagel"")","c(1, 1, 1)","c(3.25, 3.75, 2.5)",NA
2104,04/07/2025,Deliveroo,Zachary Mason,584,16/08/2001,Non-Member,"c(""Hot Chocolate"", ""Oat Milk"")","c(1, 1)","c(3.25, 0.6)",NA
3055,31/05/2025,Deliveroo,Maya Xanoubane,481,28/09/1977,Member,"c(""Hot Chocolate"")",c(1),c(3.25),NA
1007,31/05/2025,Dine In,Megan Miller,460,22/02/1985,Non-Member,"c(""Chai Latte"", ""Soy Milk"", ""Brownie"")","c(1, 1, 1)","c(3.5, 0.5, 2.5)",OFF5
1353,21/06/2025,Dine In,Antonio Torrez,471,26/09/1986,Non-Member,"c(""Tea"", ""Extra Shot"")","c(1, 1)","c(2.25, 0.6)",NA
2884,22/06/2025,Dine In,Johnny Garcia,279,18/08/1982,Non-Member,"c(""Iced Latte"", ""Brownie"")","c(1, 1)","c(3.75, 2.5)",NA
1282,05/06/2025,Deliveroo,Ryan Sanandres,197,24/01/1990,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
2558,30/06/2025,Dine In,Darius Williams,394,06/12/1990,Non-Member,"c(""Flat White"", ""Soy Milk"")","c(1, 1)","c(3.75, 0.5)",NA
1685,30/08/2025,Dine In,Aaron Richter,505,08/12/1977,Member,"c(""Americano"", ""Salad"", ""Croissant"")","c(2, 2, 1)","c(3, 7.5, 2.75)",NA
2221,03/07/2025,Deliveroo,Brenda Villarreal,503,05/03/1999,Member,"c(""Chai Latte"", ""Soy Milk"")","c(1, 1)","c(3.5, 0.5)",NA
441,08/05/2025,Dine In,Nicole Rice,557,28/03/1980,Non-Member,"c(""Espresso"", ""Decaf"")","c(1, 1)","c(2.5, 0)",NA
1204,23/07/2025,Dine In,Vince Rowe,397,26/05/1986,Non-Member,"c(""Frappuccino"", ""Decaf"")","c(1, 1)","c(4.5, 0)",NA
1963,02/06/2025,Dine In,Tatiana Gutierrez,71,12/10/1980,Member,"c(""Americano"", ""Oat Milk"")","c(1, 1)","c(3, 0.6)",NA
3192,14/07/2025,Deliveroo,Gregory Aggrey,54,25/06/1990,Non-Member,"c(""Tea"", ""Soy Milk"")","c(2, 1)","c(2.25, 0.5)",NA
1403,25/08/2025,Deliveroo,Davis Molina,44,30/03/1982,Non-Member,"c(""Frappuccino"")",c(1),c(4.5),OFF5
779,22/06/2025,Dine In,Maya Xanoubane,481,28/09/1977,Non-Member,"c(""Frappuccino"", ""Syrup"")","c(1, 1)","c(4.5, 0.5)",NA
575,06/06/2025,Dine In,Carie Gomez-Rojas,239,09/05/1982,Member,"c(""Espresso"")",c(1),c(2.5),NA
1215,09/07/2025,Deliveroo,Victoria Cruz Jr,276,12/11/1998,Non-Member,"c(""Hot Chocolate"", ""Soy Milk"")","c(2, 1)","c(3.25, 0.5)",NA
3533,25/08/2025,Deliveroo,Jastina Cameron,217,28/09/1998,Member,"c(""Chai Latte"", ""Danish"")","c(1, 1)","c(3.5, 2.75)",NA
1004,28/08/2025,Deliveroo,Derek Haynes,550,14/01/1998,Non-Member,"c(""Mocha"", ""Panini"")","c(1, 1)","c(4, 6)",NA
2967,05/07/2025,Dine In,Antonio Torrez,471,26/09/1986,Member,"c(""Hot Chocolate"", ""Croissant"")","c(1, 1)","c(3.25, 2.75)",NA
2207,18/06/2025,Dine In,Gabriella Sena,439,07/09/1996,Non-Member,"c(""Tea"", ""Decaf"")","c(1, 1)","c(2.25, 0)",NA
1746,21/08/2025,Deliveroo,Nikki Ortega,443,07/12/1989,Member,"c(""Hot Chocolate"")",c(1),c(3.25),NA
1660,20/07/2025,Dine In,Shelby Martin,226,11/08/1995,Member,"c(""Espresso"", ""Large Size"")","c(1, 1)","c(2.5, 0.5)",NA
3053,01/06/2025,Dine In,Slade Hastings,436,20/03/1976,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
3425,17/07/2025,Dine In,Shana Grasso,589,09/10/1990,Member,"c(""Mocha"", ""Muffin"")","c(1, 1)","c(4, 3)",NA
3742,11/05/2025,Deliveroo,Ziru Patel,521,17/09/1980,Non-Member,"c(""Tea"", ""Extra Shot"")","c(1, 1)","c(2.25, 0.6)",NA
2376,13/07/2025,Dine In,Melissa Sanchez,287,27/11/1991,Non-Member,"c(""Cappuccino"", ""Sandwich"")","c(1, 1)","c(3.25, 5.5)",NA
1727,12/05/2025,Dine In,Kelsea Patterson,524,23/05/2002,Member,"c(""Cappuccino"", ""Cake Slice"")","c(1, 1)","c(3.25, 3.75)",OFF5
1671,06/07/2025,Dine In,Jordan Churchill-Palmer,36,13/03/2000,Non-Member,"c(""Cappuccino"", ""Salad"")","c(2, 1)","c(3.25, 7.5)",NA
2464,09/08/2025,Dine In,Andera Ngo,573,04/05/1996,Member,"c(""Espresso"")",c(2),c(2.5),OFF5
3729,15/05/2025,Deliveroo,Taryn Henderson,172,12/05/2002,Member,"c(""Frappuccino"")",c(1),c(4.5),NA
1484,22/06/2025,Dine In,Loutricia Simion,377,17/06/1984,Member,"c(""Cold Brew"", ""Cake Slice"")","c(1, 1)","c(3.25, 3.75)",NA
977,14/06/2025,Deliveroo,Cierra Dauthard,290,04/07/1996,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),NA
2022,03/07/2025,Dine In,Evan Dinwiddie,132,04/05/1977,Non-Member,"c(""Latte"", ""Panini"")","c(1, 1)","c(3.5, 6)",NA
3064,12/08/2025,Dine In,Devin Hall,212,05/08/1984,Non-Member,"c(""Chai Latte"", ""Large Size"")","c(1, 1)","c(3.5, 0.5)",NA
194,06/06/2025,Dine In,Jorge Tamayo,119,15/01/1984,Non-Member,"c(""Flat White"", ""Soy Milk"")","c(1, 1)","c(3.75, 0.5)",OFF5
368,11/05/2025,Dine In,Abigail Comiskey,92,08/11/1978,Non-Member,"c(""Flat White"", ""Decaf"")","c(1, 1)","c(3.75, 0)",NA
3041,17/05/2025,Deliveroo,Alexandra Hasting,80,14/09/1986,Non-Member,"c(""Macchiato"", ""Syrup"")","c(1, 1)","c(3.8, 0.5)",OFF5
542,20/08/2025,Deliveroo,Mckenna Bosworth,596,01/06/1989,Non-Member,"c(""Cappuccino"", ""Almond Milk"")","c(2, 1)","c(3.25, 0.5)",NA
3334,29/05/2025,Deliveroo,Dakotah Parks,452,29/11/1992,Member,"c(""Hot Chocolate"")",c(1),c(3.25),NA
2574,18/08/2025,Dine In,Lidia Gaytan Giron,215,14/04/1979,Non-Member,"c(""Espresso"", ""Decaf"")","c(1, 1)","c(2.5, 0)",NA
231,03/07/2025,Dine In,Vanessa Rivera,543,16/11/1987,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),OFF5
3703,31/08/2025,Dine In,Tyler Scarbrough,416,12/07/1993,Non-Member,"c(""Tea"", ""Croissant"", ""Muffin"")","c(1, 1, 1)","c(2.25, 2.75, 3)",NA
2903,24/08/2025,Deliveroo,Janiva Robinson,238,12/06/1979,Non-Member,"c(""Cappuccino"", ""Almond Milk"")","c(1, 1)","c(3.25, 0.5)",NA
3315,20/08/2025,Dine In,Jacob Rice,430,27/12/1979,Non-Member,"c(""Tea"")",c(1),c(2.25),NA
3031,11/05/2025,Dine In,Reece Nichols,124,30/04/1996,Member,"c(""Latte"", ""Croissant"")","c(1, 1)","c(3.5, 2.75)",NA
217,13/07/2025,Dine In,Kimberly Weinberger,536,07/11/1994,Non-Member,"c(""Espresso"", ""Bagel"", ""Muffin"")","c(1, 1, 1)","c(2.5, 2.5, 3)",NA
143,16/07/2025,Deliveroo,Hanna Nguyen,77,27/04/1995,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),NA
2186,29/08/2025,Dine In,Alexis Rojas,323,13/09/1978,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
943,14/05/2025,Dine In,Kaylee Clem,544,15/04/2003,Non-Member,"c(""Tea"", ""Large Size"")","c(1, 1)","c(2.25, 0.5)",NA
3967,27/08/2025,Deliveroo,Jacob Willis,128,10/06/1989,Non-Member,"c(""Flat White"", ""Croissant"", ""Sandwich"")","c(2, 1, 1)","c(3.75, 2.75, 5.5)",NA
2273,05/05/2025,Dine In,Roima Tizon,265,11/08/2000,Non-Member,"c(""Tea"", ""Almond Milk"")","c(1, 1)","c(2.25, 0.5)",NA
1867,31/05/2025,Deliveroo,Kevin Singh,129,19/04/1983,Non-Member,"c(""Hot Chocolate"")",c(1),c(3.25),OFF5
123,24/05/2025,Deliveroo,Dajiaha Hurd,446,16/05/1983,Non-Member,"c(""Cappuccino"", ""Danish"")","c(1, 1)","c(3.25, 2.75)",NA
1863,04/07/2025,Dine In,Cameron Thomas,426,10/11/1988,Non-Member,"c(""Espresso"")",c(2),c(2.5),NA
2914,13/06/2025,Dine In,Juan Ruiz,291,04/06/2003,Non-Member,"c(""Flat White"", ""Brownie"", ""Panini"", ""Cookie"")","c(2, 1, 1, 1)","c(3.75, 2.5, 6, 2)",NA
2161,14/07/2025,Dine In,Aram Trinh,145,11/02/1991,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
1881,07/05/2025,Dine In,Khang Estrada,61,14/04/1978,Member,"c(""Espresso"", ""Almond Milk"")","c(1, 1)","c(2.5, 0.5)",NA
2118,13/05/2025,Dine In,Taryn Henderson,172,12/05/2002,Member,"c(""Cold Brew"", ""Panini"")","c(1, 1)","c(3.25, 6)",NA
3700,16/08/2025,Deliveroo,Devarieyia Allen,518,31/05/1984,Non-Member,"c(""Tea"", ""Danish"", ""Panini"")","c(1, 2, 2)","c(2.25, 2.75, 6)",OFF5
2566,03/05/2025,Deliveroo,Sunshine Chandramouli,169,21/01/1997,Non-Member,"c(""Macchiato"", ""Scone"", ""Salad"")","c(1, 1, 1)","c(3.8, 2.25, 7.5)",NA
2909,31/07/2025,Dine In,Marjorie Lamb,437,25/11/2000,Non-Member,"c(""Flat White"", ""Scone"")","c(1, 1)","c(3.75, 2.25)",NA
2482,08/05/2025,Dine In,Meghna Jensen,509,13/09/1981,Member,"c(""Frappuccino"", ""Sandwich"", ""Croissant"")","c(1, 1, 2)","c(4.5, 5.5, 2.75)",NA
1944,28/06/2025,Dine In,Loutricia Simion,377,17/06/1984,Member,"c(""Hot Chocolate"", ""Muffin"")","c(1, 1)","c(3.25, 3)",NA
2346,10/05/2025,Dine In,Jesus Alaniz,595,26/04/1976,Non-Member,"c(""Macchiato"", ""Cake Slice"")","c(2, 1)","c(3.8, 3.75)",NA
1501,01/06/2025,Dine In,Peyton Conley,600,18/11/1979,Non-Member,"c(""Espresso"", ""Large Size"")","c(1, 1)","c(2.5, 0.5)",NA
3775,02/05/2025,Deliveroo,Marian Owens,98,12/09/1989,Member,"c(""Latte"", ""Soy Milk"")","c(1, 1)","c(3.5, 0.5)",NA
1135,29/07/2025,Dine In,Khadija Samadh,365,26/02/1995,Non-Member,"c(""Americano"", ""Almond Milk"")","c(1, 1)","c(3, 0.5)",NA
654,27/08/2025,Deliveroo,Paul Trujillo,67,26/11/1998,Non-Member,"c(""Frappuccino"", ""Syrup"", ""Bagel"")","c(1, 1, 1)","c(4.5, 0.5, 2.5)",NA
47,19/07/2025,Deliveroo,Brian Lor,213,02/11/1985,Non-Member,"c(""Chai Latte"", ""Cake Slice"", ""Danish"")","c(1, 1, 1)","c(3.5, 3.75, 2.75)",NA
2370,20/06/2025,Deliveroo,Timothy Payton,348,20/09/1979,Non-Member,"c(""Macchiato"")",c(1),c(3.8),NA
3940,23/05/2025,Dine In,Enkhtsogt Ali,29,11/04/1984,Non-Member,"c(""Americano"", ""Extra Foam"")","c(1, 1)","c(3, 0)",NA
2375,22/06/2025,Dine In,Raquel Sanchez,515,23/07/1997,Non-Member,"c(""Macchiato"", ""Cake Slice"", ""Scone"")","c(2, 1, 1)","c(3.8, 3.75, 2.25)",NA
1807,22/05/2025,Deliveroo,Mckenna Klafka,384,07/02/1986,Non-Member,"c(""Mocha"")",c(2),c(4),NA
2263,15/07/2025,Deliveroo,Slade Hastings,436,20/03/1976,Non-Member,"c(""Flat White"", ""Large Size"")","c(1, 1)","c(3.75, 0.5)",NA
3610,01/05/2025,Deliveroo,Cameron Barry,38,08/03/1989,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),NA
2391,06/08/2025,Dine In,Tre'Vaughn Threatt,222,12/02/1981,Non-Member,"c(""Latte"")",c(1),c(3.5),NA
1207,15/05/2025,Dine In,Timothy Payton,348,20/09/1979,Member,"c(""Chai Latte"")",c(1),c(3.5),NA
3679,22/07/2025,Deliveroo,Raven Alexander,242,23/09/1982,Member,"c(""Tea"", ""Salad"")","c(2, 1)","c(2.25, 7.5)",NA
738,01/07/2025,Dine In,Marissa Mcgaughy,494,11/07/1981,Member,"c(""Tea"", ""Syrup"")","c(1, 1)","c(2.25, 0.5)",NA
1171,17/07/2025,Dine In,Daryl Bedu Annan,306,15/11/1988,Non-Member,"c(""Cold Brew"", ""Panini"")","c(1, 2)","c(3.25, 6)",NA
3373,08/07/2025,Dine In,Amber Hernon,32,28/08/1998,Non-Member,"c(""Macchiato"")",c(1),c(3.8),NA
529,08/08/2025,Deliveroo,Ashley Bonilla,179,14/03/1996,Non-Member,"c(""Hot Chocolate"", ""Extra Foam"", ""Panini"")","c(1, 1, 1)","c(3.25, 0, 6)",NA
2452,02/05/2025,Dine In,Alejandro Arreguin-Almanza,475,23/11/1990,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),NA
3876,01/06/2025,Deliveroo,Kaitlin Boyd,520,14/05/1991,Member,"c(""Flat White"")",c(2),c(3.75),NA
1451,26/05/2025,Deliveroo,Ciera Owen,568,13/11/1999,Member,"c(""Espresso"")",c(1),c(2.5),NA
2580,21/06/2025,Deliveroo,Jorge Tamayo,119,15/01/1984,Member,"c(""Macchiato"", ""Extra Shot"")","c(1, 1)","c(3.8, 0.6)",NA
1309,20/08/2025,Dine In,Andrea Yang,229,10/10/1985,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),NA
3504,05/06/2025,Deliveroo,Hailey Thao,221,29/12/1993,Non-Member,"c(""Chai Latte"", ""Oat Milk"")","c(1, 1)","c(3.5, 0.6)",OFF5
2966,17/06/2025,Deliveroo,Caitlin May,190,08/10/1989,Non-Member,"c(""Chai Latte"", ""Extra Foam"")","c(2, 1)","c(3.5, 0)",NA
2061,19/05/2025,Dine In,Darius Harris,358,10/08/1998,Non-Member,"c(""Tea"")",c(2),c(2.25),NA
3212,22/06/2025,Dine In,Amber Hernon,32,28/08/1998,Non-Member,"c(""Macchiato"")",c(1),c(3.8),NA
2019,13/05/2025,Dine In,Sunjot Rohrbach,529,31/03/1998,Non-Member,"c(""Cold Brew"", ""Decaf"")","c(2, 1)","c(3.25, 0)",NA
1851,07/06/2025,Deliveroo,Jadrian Vue,65,02/12/1982,Non-Member,"c(""Hot Chocolate"", ""Extra Shot"")","c(1, 1)","c(3.25, 0.6)",OFF5
1766,12/08/2025,Deliveroo,Zachary Witt,284,17/01/1985,Non-Member,"c(""Tea"", ""Extra Shot"")","c(1, 1)","c(2.25, 0.6)",NA
3530,04/05/2025,Dine In,Aaron Shahid,161,24/12/1991,Non-Member,"c(""Frappuccino"")",c(1),c(4.5),NA
2960,29/06/2025,Dine In,Joseph Peppers,266,12/06/1992,Member,"c(""Tea"", ""Bagel"")","c(1, 1)","c(2.25, 2.5)",NA
2801,31/05/2025,Dine In,Mario Pena,535,16/12/1986,Member,"c(""Chai Latte"", ""Syrup"")","c(1, 1)","c(3.5, 0.5)",NA
3736,18/07/2025,Deliveroo,Shauntaul Smith,286,13/09/1984,Member,"c(""Iced Latte"", ""Extra Foam"")","c(1, 1)","c(3.75, 0)",NA
2342,15/05/2025,Dine In,Nicholas Stanton,280,02/08/1992,Member,"c(""Espresso"", ""Croissant"")","c(1, 1)","c(2.5, 2.75)",NA
3544,11/05/2025,Deliveroo,Christopher Hollenbeck,480,09/01/1988,Member,"c(""Espresso"", ""Danish"", ""Croissant"")","c(2, 1, 1)","c(2.5, 2.75, 2.75)",NA
1926,22/05/2025,Dine In,Andrew Brown,269,23/05/1980,Member,"c(""Iced Latte"")",c(2),c(3.75),NA
2405,24/08/2025,Dine In,Isaiah Than,289,20/12/1997,Non-Member,"c(""Tea"")",c(2),c(2.25),NA
3438,02/06/2025,Deliveroo,Aurora Arguello,531,13/04/1979,Member,"c(""Americano"")",c(1),c(3),NA
2463,26/06/2025,Deliveroo,Thao Chong,17,11/03/1981,Non-Member,"c(""Macchiato"")",c(1),c(3.8),NA
349,10/08/2025,Deliveroo,Kristin Hanna,12,11/10/1997,Non-Member,"c(""Hot Chocolate"")",c(1),c(3.25),OFF5
109,18/07/2025,Dine In,Brock Mcintyre,508,25/10/1991,Member,"c(""Tea"")",c(1),c(2.25),OFF5
3997,30/08/2025,Deliveroo,Ryosuke Prum,597,03/07/1998,Member,"c(""Macchiato"", ""Decaf"")","c(1, 1)","c(3.8, 0)",NA
800,30/06/2025,Dine In,Varun Suh,153,02/08/2002,Non-Member,"c(""Latte"", ""Cake Slice"")","c(1, 1)","c(3.5, 3.75)",NA
1723,23/07/2025,Deliveroo,Aaron Villano,285,11/06/1985,Member,"c(""Cold Brew"", ""Decaf"")","c(1, 1)","c(3.25, 0)",NA
103,30/05/2025,Deliveroo,Ryosuke Prum,597,03/07/1998,Non-Member,"c(""Espresso"", ""Extra Shot"")","c(2, 1)","c(2.5, 0.6)",NA
356,09/06/2025,Dine In,Zakiya Pitts,62,20/11/1994,Member,"c(""Americano"")",c(1),c(3),NA
3777,08/05/2025,Dine In,Samuel Sanabria,83,31/08/1982,Member,"c(""Chai Latte"", ""Decaf"", ""Cookie"")","c(1, 1, 1)","c(3.5, 0, 2)",NA
324,07/07/2025,Deliveroo,Patricia Navarro Galaviz,35,13/01/2003,Member,"c(""Cold Brew"", ""Oat Milk"", ""Cookie"")","c(1, 1, 1)","c(3.25, 0.6, 2)",NA
2353,22/07/2025,Deliveroo,Jordyn Guerra,95,20/08/1997,Member,"c(""Americano"", ""Decaf"")","c(1, 1)","c(3, 0)",NA
2906,20/08/2025,Deliveroo,Darius Harris,358,10/08/1998,Member,"c(""Frappuccino"")",c(1),c(4.5),NA
220,03/05/2025,Dine In,Kia Lor,181,03/02/1980,Non-Member,"c(""Cold Brew"", ""Syrup"")","c(1, 1)","c(3.25, 0.5)",NA
122,24/06/2025,Deliveroo,Nikolas Huskey,72,06/04/1987,Member,"c(""Latte"")",c(1),c(3.5),NA
3180,10/08/2025,Deliveroo,Brayan Hernandez,431,01/06/1991,Non-Member,"c(""Mocha"", ""Scone"")","c(2, 1)","c(4, 2.25)",NA
382,18/07/2025,Dine In,Gino Gonzalez,459,02/02/1976,Member,"c(""Chai Latte"", ""Almond Milk"")","c(1, 1)","c(3.5, 0.5)",NA
3388,25/07/2025,Dine In,Andrea Ormond,139,19/02/1994,Non-Member,"c(""Hot Chocolate"", ""Cookie"")","c(2, 1)","c(3.25, 2)",NA
621,04/06/2025,Deliveroo,Annie Kim,453,29/01/1992,Member,"c(""Cold Brew"", ""Decaf"")","c(1, 1)","c(3.25, 0)",NA
3553,03/05/2025,Deliveroo,Malik Johnson,570,19/09/1994,Member,"c(""Mocha"", ""Large Size"")","c(1, 1)","c(4, 0.5)",NA
2293,05/05/2025,Dine In,Brayden Coulahan,108,22/08/1978,Non-Member,"c(""Mocha"")",c(1),c(4),NA
3496,31/07/2025,Dine In,Amber Le,565,18/12/2000,Member,"c(""Hot Chocolate"")",c(1),c(3.25),OFF5
64,01/05/2025,Dine In,Jonavan Iverson,418,27/02/1978,Non-Member,"c(""Iced Latte"")",c(2),c(3.75),NA
3620,24/07/2025,Deliveroo,Nick Moreno,55,18/06/1982,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),NA
848,04/08/2025,Deliveroo,Crystal Maher,360,29/11/1976,Non-Member,"c(""Hot Chocolate"", ""Large Size"")","c(2, 1)","c(3.25, 0.5)",NA
1432,20/07/2025,Dine In,Kayla Schauer,448,13/01/1996,Non-Member,"c(""Americano"", ""Cake Slice"")","c(1, 1)","c(3, 3.75)",OFF5
1110,18/06/2025,Dine In,Li Donner,421,29/05/1998,Member,"c(""Cold Brew"", ""Salad"")","c(1, 1)","c(3.25, 7.5)",NA
